date,pool,threads,ws,rw_ratio,ltc,ltc_d,pattern,access,mode,ops,drops
Jun 23 06:59:57,ram_l,1,34304,50,153,150,uniform,touch,MemMixApp50,37041599,225
Jun 23 07:00:29,ram_l,1,35328,50,153,150,uniform,touch,MemMixApp50,37035070,230
Jun 23 07:00:40,ram_l,1,1,0,15,0,uniform,touch,MemMixApp50,83790517,232
Jun 23 07:00:51,ram_l,1,10,0,15,0,uniform,touch,MemMixApp50,83880041,232
Jun 23 07:01:02,ram_l,1,50,0,15,0,uniform,touch,MemMixApp50,73477916,233
Jun 23 07:01:13,ram_l,1,100,0,15,0,uniform,touch,MemMixApp50,65101603,235
Jun 23 07:01:24,ram_l,1,200,0,15,0,uniform,touch,MemMixApp50,61901676,237
Jun 23 07:01:35,ram_l,1,500,0,15,0,uniform,touch,MemMixApp50,59619392,237
Jun 23 07:01:46,ram_l,1,800,0,15,0,uniform,touch,MemMixApp50,59139095,238
Jun 23 07:01:57,ram_l,1,1000,0,15,0,uniform,touch,MemMixApp50,58952514,238
Jun 23 07:02:09,ram_l,1,1024,0,15,0,uniform,touch,MemMixApp50,58884521,238
Jun 23 07:02:21,ram_l,1,2048,0,15,0,uniform,touch,MemMixApp50,58509476,240
Jun 23 07:02:34,ram_l,1,3072,0,15,0,uniform,touch,MemMixApp50,58354955,240
Jun 23 07:02:47,ram_l,1,4096,0,19,4,uniform,touch,MemMixApp50,57587403,241
Jun 23 07:03:01,ram_l,1,5120,0,20,6,uniform,touch,MemMixApp50,57160872,242
Jun 23 07:03:15,ram_l,1,6144,0,22,7,uniform,touch,MemMixApp50,56789215,245
Jun 23 07:03:31,ram_l,1,7168,0,23,8,uniform,touch,MemMixApp50,56538753,246
Jun 23 07:03:47,ram_l,1,8192,0,24,9,uniform,touch,MemMixApp50,56385586,246
Jun 23 07:04:03,ram_l,1,9216,0,25,9,uniform,touch,MemMixApp50,56142804,250
Jun 23 07:04:20,ram_l,1,10240,0,56,63,uniform,touch,MemMixApp50,50774459,253
Jun 23 07:04:38,ram_l,1,11264,0,26,10,uniform,touch,MemMixApp50,55944492,254
Jun 23 07:04:56,ram_l,1,12288,0,26,10,uniform,touch,MemMixApp50,55827234,257
Jun 23 07:05:15,ram_l,1,13312,0,27,10,uniform,touch,MemMixApp50,55770129,258
Jun 23 07:05:35,ram_l,1,14336,0,27,10,uniform,touch,MemMixApp50,55702911,259
Jun 23 07:05:55,ram_l,1,15360,0,27,10,uniform,touch,MemMixApp50,55658057,274
Jun 23 07:06:16,ram_l,1,16384,0,28,10,uniform,touch,MemMixApp50,55669948,275
Jun 23 07:06:37,ram_l,1,17408,0,74,86,uniform,touch,MemMixApp50,47996844,279
Jun 23 07:06:59,ram_l,1,18432,0,28,11,uniform,touch,MemMixApp50,55435190,281
Jun 23 07:07:22,ram_l,1,19456,0,29,11,uniform,touch,MemMixApp50,55425589,281
Jun 23 07:07:46,ram_l,1,20480,0,29,11,uniform,touch,MemMixApp50,55406507,281
Jun 23 07:08:09,ram_l,1,21504,0,29,11,uniform,touch,MemMixApp50,55359016,283
Jun 23 07:08:34,ram_l,1,22528,0,30,11,uniform,touch,MemMixApp50,55246248,291
Jun 23 07:08:59,ram_l,1,23552,0,29,11,uniform,touch,MemMixApp50,55331201,296
Jun 23 07:09:25,ram_l,1,24576,0,29,11,uniform,touch,MemMixApp50,55270741,335
Jun 23 07:09:52,ram_l,1,25600,0,30,12,uniform,touch,MemMixApp50,55372490,335
Jun 23 07:10:19,ram_l,1,26624,0,30,12,uniform,touch,MemMixApp50,55262698,335
Jun 23 07:10:47,ram_l,1,27648,0,30,12,uniform,touch,MemMixApp50,55205725,341
Jun 23 07:11:15,ram_l,1,28672,0,63,69,uniform,touch,MemMixApp50,49626707,343
Jun 23 07:11:44,ram_l,1,29696,0,30,12,uniform,touch,MemMixApp50,55198520,344
Jun 23 07:12:14,ram_l,1,30720,0,35,22,uniform,touch,MemMixApp50,54201514,352
Jun 23 07:12:44,ram_l,1,31744,0,56,58,uniform,touch,MemMixApp50,50796781,354
Jun 23 07:13:15,ram_l,1,32768,0,30,12,uniform,touch,MemMixApp50,55234194,357
Jun 23 07:13:46,ram_l,1,33792,0,30,12,uniform,touch,MemMixApp50,55229868,362
Jun 23 07:14:18,ram_l,1,34816,0,35,21,uniform,touch,MemMixApp50,54325111,364
Jun 23 07:14:51,ram_l,1,35840,0,30,12,uniform,touch,MemMixApp50,55098716,368
Jun 23 07:15:21,ram_l,1,31232,0,30,12,uniform,touch,MemMixApp50,55155188,369
Jun 23 07:15:52,ram_l,1,32256,0,30,12,uniform,touch,MemMixApp50,55153666,373
Jun 23 07:16:23,ram_l,1,33280,0,30,12,uniform,touch,MemMixApp50,55127490,374
Jun 23 07:16:55,ram_l,1,34304,0,30,12,uniform,touch,MemMixApp50,55095232,378
Jun 23 07:17:27,ram_l,1,35328,0,30,12,uniform,touch,MemMixApp50,55084446,381
Jun 23 07:25:55,ram_l,1,1,100,18,2,uniform,touch,MemMixApp50,83417204,384
Jun 23 07:26:06,ram_l,1,10,100,29,3,uniform,touch,MemMixApp50,76709529,386
Jun 23 07:26:17,ram_l,1,50,100,140,120,uniform,touch,MemMixApp50,41381235,389
Jun 23 07:26:28,ram_l,1,100,100,194,143,uniform,touch,MemMixApp50,33732284,399
Jun 23 07:26:38,ram_l,1,200,100,226,152,uniform,touch,MemMixApp50,30529520,407
Jun 23 07:26:50,ram_l,1,500,100,244,155,uniform,touch,MemMixApp50,28903760,411
Jun 23 07:27:01,ram_l,1,800,100,250,156,uniform,touch,MemMixApp50,28452884,454
Jun 23 07:27:12,ram_l,1,1000,100,251,156,uniform,touch,MemMixApp50,28365437,460
Jun 23 07:27:24,ram_l,1,1024,100,252,156,uniform,touch,MemMixApp50,28268540,464
Jun 23 07:27:36,ram_l,1,2048,100,255,156,uniform,touch,MemMixApp50,28055538,474
Jun 23 07:27:48,ram_l,1,3072,100,256,156,uniform,touch,MemMixApp50,27992868,482
Jun 23 07:28:02,ram_l,1,4096,100,258,156,uniform,touch,MemMixApp50,27803371,488
Jun 23 07:28:16,ram_l,1,5120,100,260,156,uniform,touch,MemMixApp50,27670399,492
Jun 23 07:28:30,ram_l,1,6144,100,260,156,uniform,touch,MemMixApp50,27630710,495
Jun 23 07:28:45,ram_l,1,7168,100,261,156,uniform,touch,MemMixApp50,27522941,499
Jun 23 07:29:01,ram_l,1,8192,100,262,156,uniform,touch,MemMixApp50,27522734,505
Jun 23 07:29:18,ram_l,1,9216,100,263,156,uniform,touch,MemMixApp50,27413545,512
Jun 23 07:29:35,ram_l,1,10240,100,263,156,uniform,touch,MemMixApp50,27392237,523
Jun 23 07:29:52,ram_l,1,11264,100,263,156,uniform,touch,MemMixApp50,27395527,525
Jun 23 07:30:11,ram_l,1,12288,100,264,156,uniform,touch,MemMixApp50,27340164,534
Jun 23 07:30:30,ram_l,1,13312,100,264,156,uniform,touch,MemMixApp50,27303094,537
Jun 23 07:30:49,ram_l,1,14336,100,264,156,uniform,touch,MemMixApp50,27299779,545
Jun 23 07:31:10,ram_l,1,15360,100,265,156,uniform,touch,MemMixApp50,27278881,550
Jun 23 07:31:30,ram_l,1,16384,100,266,156,uniform,touch,MemMixApp50,27187930,557
Jun 23 07:31:52,ram_l,1,17408,100,265,156,uniform,touch,MemMixApp50,27265701,561
Jun 23 07:32:14,ram_l,1,18432,100,265,156,uniform,touch,MemMixApp50,27229944,570
Jun 23 07:32:37,ram_l,1,19456,100,265,156,uniform,touch,MemMixApp50,27233253,586
Jun 23 07:33:00,ram_l,1,20480,100,265,156,uniform,touch,MemMixApp50,27235214,591
Jun 23 07:33:24,ram_l,1,21504,100,266,156,uniform,touch,MemMixApp50,27201036,594
Jun 23 07:33:49,ram_l,1,22528,100,266,156,uniform,touch,MemMixApp50,27199996,651
Jun 23 07:34:14,ram_l,1,23552,100,266,156,uniform,touch,MemMixApp50,27198205,661
Jun 23 07:34:40,ram_l,1,24576,100,266,156,uniform,touch,MemMixApp50,27159005,670
Jun 23 07:35:06,ram_l,1,25600,100,266,156,uniform,touch,MemMixApp50,27199985,676
Jun 23 07:35:33,ram_l,1,26624,100,266,156,uniform,touch,MemMixApp50,27157622,682
Jun 23 07:36:01,ram_l,1,27648,100,266,156,uniform,touch,MemMixApp50,27163119,690
Jun 23 07:36:30,ram_l,1,28672,100,266,156,uniform,touch,MemMixApp50,27146591,695
Jun 23 07:36:59,ram_l,1,29696,100,266,156,uniform,touch,MemMixApp50,27156618,700
Jun 23 07:37:28,ram_l,1,30720,100,266,156,uniform,touch,MemMixApp50,27139766,708
Jun 23 07:37:58,ram_l,1,31744,100,265,156,uniform,touch,MemMixApp50,27231947,713
Jun 23 07:38:29,ram_l,1,32768,100,267,156,uniform,touch,MemMixApp50,27125170,719
Jun 23 07:39:01,ram_l,1,33792,100,267,156,uniform,touch,MemMixApp50,27115999,725
Jun 23 07:39:33,ram_l,1,34816,100,267,156,uniform,touch,MemMixApp50,27125312,733
Jun 23 07:40:06,ram_l,1,35840,100,267,156,uniform,touch,MemMixApp50,27108909,737
Jun 23 07:40:36,ram_l,1,31232,100,266,156,uniform,touch,MemMixApp50,27137786,747
Jun 23 07:41:06,ram_l,1,32256,100,266,156,uniform,touch,MemMixApp50,27138362,753
Jun 23 07:41:38,ram_l,1,33280,100,266,156,uniform,touch,MemMixApp50,27135318,760
Jun 23 07:42:10,ram_l,1,34304,100,267,156,uniform,touch,MemMixApp50,27111561,767
Jun 23 07:42:42,ram_l,1,35328,100,267,156,uniform,touch,MemMixApp50,27123041,774
Jun 23 08:04:16,ram_l,1,1,100,18,2,uniform,touch,MemMixApp50,83491251,776
Jun 23 08:04:26,ram_l,1,10,100,29,3,uniform,touch,MemMixApp50,76382616,777
Jun 23 08:04:37,ram_l,1,50,100,140,120,uniform,touch,MemMixApp50,41413907,784
Jun 23 08:04:48,ram_l,1,100,100,190,142,uniform,touch,MemMixApp50,34201076,789
Jun 23 08:04:59,ram_l,1,200,100,224,151,uniform,touch,MemMixApp50,30632630,796
Jun 23 08:05:10,ram_l,1,500,100,245,155,uniform,touch,MemMixApp50,28839967,802
Jun 23 08:05:21,ram_l,1,800,100,250,155,uniform,touch,MemMixApp50,28392413,804
Jun 23 08:05:33,ram_l,1,1000,100,250,156,uniform,touch,MemMixApp50,28365835,808
Jun 23 08:05:44,ram_l,1,1024,100,251,156,uniform,touch,MemMixApp50,28318820,817
Jun 23 08:05:56,ram_l,1,2048,100,253,156,uniform,touch,MemMixApp50,28166628,821
Jun 23 08:06:09,ram_l,1,3072,100,254,156,uniform,touch,MemMixApp50,28094808,829
Jun 23 08:06:22,ram_l,1,4096,100,257,156,uniform,touch,MemMixApp50,27868929,833
Jun 23 08:06:36,ram_l,1,5120,100,259,156,uniform,touch,MemMixApp50,27708827,838
Jun 23 08:06:51,ram_l,1,6144,100,260,156,uniform,touch,MemMixApp50,27626328,843
Jun 23 08:07:06,ram_l,1,7168,100,261,156,uniform,touch,MemMixApp50,27558576,850
Jun 23 08:07:22,ram_l,1,8192,100,262,156,uniform,touch,MemMixApp50,27484857,852
Jun 23 08:07:38,ram_l,1,9216,100,261,156,uniform,touch,MemMixApp50,27541239,855
Jun 23 08:07:55,ram_l,1,10240,100,263,156,uniform,touch,MemMixApp50,27421846,859
Jun 23 08:08:13,ram_l,1,11264,100,263,156,uniform,touch,MemMixApp50,27374966,864
Jun 23 08:08:31,ram_l,1,12288,100,263,156,uniform,touch,MemMixApp50,27374928,868
Jun 23 08:08:50,ram_l,1,13312,100,264,156,uniform,touch,MemMixApp50,27322719,870
Jun 23 08:09:10,ram_l,1,14336,100,264,156,uniform,touch,MemMixApp50,27317034,880
Jun 23 08:09:30,ram_l,1,15360,100,263,156,uniform,touch,MemMixApp50,27374706,887
Jun 23 08:09:51,ram_l,1,16384,100,265,156,uniform,touch,MemMixApp50,27273349,890
Jun 23 08:10:12,ram_l,1,17408,100,265,156,uniform,touch,MemMixApp50,27282661,894
Jun 23 08:10:34,ram_l,1,18432,100,264,156,uniform,touch,MemMixApp50,27337532,899
Jun 23 08:10:57,ram_l,1,19456,100,264,156,uniform,touch,MemMixApp50,27340386,903
Jun 23 08:11:20,ram_l,1,20480,100,264,156,uniform,touch,MemMixApp50,27337691,907
Jun 23 08:11:44,ram_l,1,21504,100,264,156,uniform,touch,MemMixApp50,27310645,912
Jun 23 08:12:09,ram_l,1,22528,100,264,156,uniform,touch,MemMixApp50,27314500,914
Jun 23 08:12:34,ram_l,1,23552,100,266,156,uniform,touch,MemMixApp50,27215239,919
Jun 23 08:13:00,ram_l,1,24576,100,266,156,uniform,touch,MemMixApp50,27197314,923
Jun 23 08:13:27,ram_l,1,25600,100,266,156,uniform,touch,MemMixApp50,27206931,926
Jun 23 08:13:54,ram_l,1,26624,100,266,156,uniform,touch,MemMixApp50,27183969,937
Jun 23 08:14:21,ram_l,1,27648,100,266,156,uniform,touch,MemMixApp50,27201893,943
Jun 23 08:14:50,ram_l,1,28672,100,265,156,uniform,touch,MemMixApp50,27267342,949
Jun 23 08:15:19,ram_l,1,29696,100,266,156,uniform,touch,MemMixApp50,27202506,952
Jun 23 08:15:48,ram_l,1,30720,100,265,156,uniform,touch,MemMixApp50,27240671,955
Jun 23 08:16:19,ram_l,1,31744,100,265,156,uniform,touch,MemMixApp50,27258722,957
Jun 23 08:16:49,ram_l,1,32768,100,265,156,uniform,touch,MemMixApp50,27264379,962
Jun 23 08:17:21,ram_l,1,33792,100,265,156,uniform,touch,MemMixApp50,27250178,965
Jun 23 08:17:53,ram_l,1,34816,100,266,156,uniform,touch,MemMixApp50,27175147,971
Jun 23 08:18:26,ram_l,1,35840,100,265,156,uniform,touch,MemMixApp50,27233830,975
Jun 23 08:18:56,ram_l,1,31232,100,266,156,uniform,touch,MemMixApp50,27160006,979
Jun 23 08:19:26,ram_l,1,32256,100,265,156,uniform,touch,MemMixApp50,27256574,982
Jun 23 08:19:57,ram_l,1,33280,100,265,156,uniform,touch,MemMixApp50,27251407,987
Jun 23 08:20:29,ram_l,1,34304,100,266,156,uniform,touch,MemMixApp50,27169590,995
Jun 23 08:21:02,ram_l,1,35328,100,265,156,uniform,touch,MemMixApp50,27230974,997
Jun 23 08:21:13,ram_l,1,1,50,16,1,uniform,touch,MemMixApp50,78868335,999
Jun 23 08:21:23,ram_l,1,10,50,22,7,uniform,touch,MemMixApp50,75550351,999
Jun 23 08:21:34,ram_l,1,50,50,79,84,uniform,touch,MemMixApp50,52059985,1002
Jun 23 08:21:45,ram_l,1,100,50,105,111,uniform,touch,MemMixApp50,45281563,1006
Jun 23 08:21:56,ram_l,1,200,50,123,130,uniform,touch,MemMixApp50,41508296,1010
Jun 23 08:22:07,ram_l,1,500,50,134,141,uniform,touch,MemMixApp50,39677500,1015
Jun 23 08:22:18,ram_l,1,800,50,137,144,uniform,touch,MemMixApp50,39170583,1017
Jun 23 08:22:30,ram_l,1,1000,50,138,145,uniform,touch,MemMixApp50,39011322,1020
Jun 23 08:22:41,ram_l,1,1024,50,137,144,uniform,touch,MemMixApp50,39093142,1025
Jun 23 08:22:53,ram_l,1,2048,50,140,146,uniform,touch,MemMixApp50,38718382,1029
Jun 23 08:23:06,ram_l,1,3072,50,140,147,uniform,touch,MemMixApp50,38590337,1030
Jun 23 08:23:19,ram_l,1,4096,50,143,148,uniform,touch,MemMixApp50,38265610,1034
Jun 23 08:23:33,ram_l,1,5120,50,145,149,uniform,touch,MemMixApp50,38044675,1035
Jun 23 08:23:48,ram_l,1,6144,50,145,149,uniform,touch,MemMixApp50,37976837,1038
Jun 23 08:24:03,ram_l,1,7168,50,147,150,uniform,touch,MemMixApp50,37750309,1045
Jun 23 08:24:19,ram_l,1,8192,50,148,150,uniform,touch,MemMixApp50,37624471,1048
Jun 23 08:24:35,ram_l,1,9216,50,148,150,uniform,touch,MemMixApp50,37582498,1051
Jun 23 08:24:52,ram_l,1,10240,50,149,150,uniform,touch,MemMixApp50,37512699,1054
Jun 23 08:25:10,ram_l,1,11264,50,153,153,uniform,touch,MemMixApp50,37061132,1059
Jun 23 08:25:28,ram_l,1,12288,50,150,150,uniform,touch,MemMixApp50,37402464,1064
Jun 23 08:25:47,ram_l,1,13312,50,150,150,uniform,touch,MemMixApp50,37418588,1066
Jun 23 08:26:07,ram_l,1,14336,50,150,150,uniform,touch,MemMixApp50,37386134,1069
Jun 23 08:26:27,ram_l,1,15360,50,158,157,uniform,touch,MemMixApp50,36404969,1071
Jun 23 08:26:48,ram_l,1,16384,50,151,150,uniform,touch,MemMixApp50,37279449,1074
Jun 23 08:27:09,ram_l,1,17408,50,151,150,uniform,touch,MemMixApp50,37259544,1076
Jun 23 08:27:32,ram_l,1,18432,50,151,150,uniform,touch,MemMixApp50,37271949,1080
Jun 23 08:27:54,ram_l,1,19456,50,151,150,uniform,touch,MemMixApp50,37204760,1082
Jun 23 08:28:18,ram_l,1,20480,50,151,150,uniform,touch,MemMixApp50,37244998,1084
Jun 23 08:28:42,ram_l,1,21504,50,155,153,uniform,touch,MemMixApp50,36833865,1085
Jun 23 08:29:06,ram_l,1,22528,50,152,150,uniform,touch,MemMixApp50,37201465,1095
Jun 23 08:29:31,ram_l,1,23552,50,152,150,uniform,touch,MemMixApp50,37145482,1096
Jun 23 08:29:57,ram_l,1,24576,50,152,150,uniform,touch,MemMixApp50,37126225,1100
Jun 23 08:30:24,ram_l,1,25600,50,153,150,uniform,touch,MemMixApp50,37062506,1104
Jun 23 08:30:51,ram_l,1,26624,50,153,150,uniform,touch,MemMixApp50,37042152,1111
Jun 23 08:31:19,ram_l,1,27648,50,153,150,uniform,touch,MemMixApp50,37043234,1115
Jun 23 08:31:47,ram_l,1,28672,50,153,150,uniform,touch,MemMixApp50,37085585,1121
Jun 23 08:32:16,ram_l,1,29696,50,153,151,uniform,touch,MemMixApp50,36949353,1125
Jun 23 08:32:46,ram_l,1,30720,50,153,150,uniform,touch,MemMixApp50,37065805,1128
Jun 23 08:33:16,ram_l,1,31744,50,152,150,uniform,touch,MemMixApp50,37143301,1134
Jun 23 08:33:47,ram_l,1,32768,50,154,152,uniform,touch,MemMixApp50,36855814,1137
Jun 23 08:34:18,ram_l,1,33792,50,153,150,uniform,touch,MemMixApp50,37052912,1140
Jun 23 08:34:51,ram_l,1,34816,50,153,150,uniform,touch,MemMixApp50,37047430,1145
Jun 23 08:35:23,ram_l,1,35840,50,153,150,uniform,touch,MemMixApp50,37036019,1145
Jun 23 08:35:53,ram_l,1,31232,50,152,150,uniform,touch,MemMixApp50,37158400,1145
Jun 23 08:36:24,ram_l,1,32256,50,164,160,uniform,touch,MemMixApp50,35712485,1150
Jun 23 08:36:55,ram_l,1,33280,50,152,150,uniform,touch,MemMixApp50,37134028,1156
Jun 23 08:37:27,ram_l,1,34304,50,153,150,uniform,touch,MemMixApp50,37051456,1160
Jun 23 08:37:59,ram_l,1,35328,50,153,150,uniform,touch,MemMixApp50,37038742,1164
Jun 23 08:38:10,ram_l,1,1,0,15,0,uniform,touch,MemMixApp50,83911920,1164
Jun 23 08:38:21,ram_l,1,10,0,15,0,uniform,touch,MemMixApp50,83737658,1164
Jun 23 08:38:32,ram_l,1,50,0,15,0,uniform,touch,MemMixApp50,72961345,1166
Jun 23 08:38:43,ram_l,1,100,0,15,0,uniform,touch,MemMixApp50,65404861,1169
Jun 23 08:38:53,ram_l,1,200,0,15,0,uniform,touch,MemMixApp50,61713722,1172
Jun 23 08:39:05,ram_l,1,500,0,15,0,uniform,touch,MemMixApp50,59744318,1173
Jun 23 08:39:16,ram_l,1,800,0,15,0,uniform,touch,MemMixApp50,59237670,1174
Jun 23 08:39:27,ram_l,1,1000,0,15,0,uniform,touch,MemMixApp50,58956044,1175
Jun 23 08:39:39,ram_l,1,1024,0,15,0,uniform,touch,MemMixApp50,58900187,1179
Jun 23 08:39:51,ram_l,1,2048,0,15,0,uniform,touch,MemMixApp50,58600119,1181
Jun 23 08:40:03,ram_l,1,3072,0,16,0,uniform,touch,MemMixApp50,58247888,1181
Jun 23 08:40:17,ram_l,1,4096,0,19,4,uniform,touch,MemMixApp50,57677111,1183
Jun 23 08:40:31,ram_l,1,5120,0,20,6,uniform,touch,MemMixApp50,57144756,1189
Jun 23 08:40:45,ram_l,1,6144,0,22,7,uniform,touch,MemMixApp50,56862336,1192
Jun 23 08:41:00,ram_l,1,7168,0,23,8,uniform,touch,MemMixApp50,56583313,1228
Jun 23 08:41:16,ram_l,1,8192,0,24,9,uniform,touch,MemMixApp50,56403066,1231
Jun 23 08:41:33,ram_l,1,9216,0,33,25,uniform,touch,MemMixApp50,54674501,1236
Jun 23 08:41:50,ram_l,1,10240,0,26,9,uniform,touch,MemMixApp50,56106105,1236
Jun 23 08:42:07,ram_l,1,11264,0,26,9,uniform,touch,MemMixApp50,55973716,1238
Jun 23 08:42:26,ram_l,1,12288,0,26,10,uniform,touch,MemMixApp50,55877856,1242
Jun 23 08:42:45,ram_l,1,13312,0,27,10,uniform,touch,MemMixApp50,55810500,1245
Jun 23 08:43:04,ram_l,1,14336,0,27,10,uniform,touch,MemMixApp50,55744867,1246
Jun 23 08:43:25,ram_l,1,15360,0,27,10,uniform,touch,MemMixApp50,55703212,1247
Jun 23 08:43:45,ram_l,1,16384,0,28,10,uniform,touch,MemMixApp50,55606784,1248
Jun 23 08:44:07,ram_l,1,17408,0,28,11,uniform,touch,MemMixApp50,55602995,1252
Jun 23 08:44:29,ram_l,1,18432,0,48,47,uniform,touch,MemMixApp50,52077656,1272
Jun 23 08:44:52,ram_l,1,19456,0,29,11,uniform,touch,MemMixApp50,55419377,1272
Jun 23 08:45:15,ram_l,1,20480,0,29,11,uniform,touch,MemMixApp50,55470772,1276
Jun 23 08:45:39,ram_l,1,21504,0,70,79,uniform,touch,MemMixApp50,48723626,1282
Jun 23 08:46:04,ram_l,1,22528,0,29,11,uniform,touch,MemMixApp50,55399888,1285
Jun 23 08:46:29,ram_l,1,23552,0,29,11,uniform,touch,MemMixApp50,55382556,1291
Jun 23 08:46:55,ram_l,1,24576,0,29,11,uniform,touch,MemMixApp50,55244538,1294
Jun 23 08:47:21,ram_l,1,25600,0,30,12,uniform,touch,MemMixApp50,55329925,1299
Jun 23 08:47:49,ram_l,1,26624,0,30,12,uniform,touch,MemMixApp50,55224159,1301
Jun 23 08:48:16,ram_l,1,27648,0,30,12,uniform,touch,MemMixApp50,55193697,1303
Jun 23 08:48:45,ram_l,1,28672,0,30,12,uniform,touch,MemMixApp50,55255814,1329
Jun 23 08:49:14,ram_l,1,29696,0,30,12,uniform,touch,MemMixApp50,55234557,1333
Jun 23 08:49:43,ram_l,1,30720,0,30,12,uniform,touch,MemMixApp50,55245164,1335
Jun 23 08:50:14,ram_l,1,31744,0,30,12,uniform,touch,MemMixApp50,55205274,1338
Jun 23 08:50:45,ram_l,1,32768,0,30,12,uniform,touch,MemMixApp50,55220543,1346
Jun 23 08:51:16,ram_l,1,33792,0,30,12,uniform,touch,MemMixApp50,55117896,1346
Jun 23 08:51:48,ram_l,1,34816,0,30,12,uniform,touch,MemMixApp50,55215191,1350
Jun 23 08:52:21,ram_l,1,35840,0,30,12,uniform,touch,MemMixApp50,55137656,1427
Jun 23 08:52:51,ram_l,1,31232,0,30,12,uniform,touch,MemMixApp50,55243906,1432
Jun 23 08:53:22,ram_l,1,32256,0,76,87,uniform,touch,MemMixApp50,47701126,1442
Jun 23 08:53:53,ram_l,1,33280,0,70,79,uniform,touch,MemMixApp50,48560364,1522
Jun 23 08:54:25,ram_l,1,34304,0,30,12,uniform,touch,MemMixApp50,55232663,1525
Jun 23 08:54:57,ram_l,1,35328,0,30,12,uniform,touch,MemMixApp50,55265655,1530
Jun 23 06:44:05,ram_l,1,36864,50,153,150,uniform,touch,MemMixApp50,37090356,1549
Jun 23 06:44:40,ram_l,1,37888,50,153,150,uniform,touch,MemMixApp50,37079818,1553
Jun 23 06:45:15,ram_l,1,38912,50,172,166,uniform,touch,MemMixApp50,34882618,1556
Jun 23 06:45:51,ram_l,1,39936,50,153,150,uniform,touch,MemMixApp50,37001023,1682
Jun 23 06:46:28,ram_l,1,40960,50,153,150,uniform,touch,MemMixApp50,37067363,1748
Jun 23 06:47:05,ram_l,1,41984,50,153,150,uniform,touch,MemMixApp50,37044669,2049
Jun 23 06:47:43,ram_l,1,43008,50,153,150,uniform,touch,MemMixApp50,36950918,2423
Jun 23 06:48:21,ram_l,1,44032,50,153,150,uniform,touch,MemMixApp50,36991753,2840
Jun 23 06:49:00,ram_l,1,45056,50,155,152,uniform,touch,MemMixApp50,36786630,3249
Jun 23 06:49:40,ram_l,1,46080,50,154,150,uniform,touch,MemMixApp50,36873662,3513
Jun 23 06:50:21,ram_l,1,47104,50,153,150,uniform,touch,MemMixApp50,37062356,3516
Jun 23 06:51:02,ram_l,1,48128,50,153,150,uniform,touch,MemMixApp50,36937004,3793
Jun 23 06:51:44,ram_l,1,49152,50,166,162,uniform,touch,MemMixApp50,35411452,4331
Jun 23 06:52:26,ram_l,1,50176,50,153,150,uniform,touch,MemMixApp50,37024186,4382
Jun 23 06:53:09,ram_l,1,51200,50,153,150,uniform,touch,MemMixApp50,36907156,4845
Jun 23 06:53:52,ram_l,1,52224,50,153,150,uniform,touch,MemMixApp50,36975711,5137
Jun 23 06:54:37,ram_l,1,53248,50,155,152,uniform,touch,MemMixApp50,36780075,5499
Jun 23 06:55:22,ram_l,1,54272,50,155,152,uniform,touch,MemMixApp50,36725419,5866
Jun 23 06:56:07,ram_l,1,55296,50,153,150,uniform,touch,MemMixApp50,36900685,6273
Jun 23 06:56:53,ram_l,1,56320,50,154,150,uniform,touch,MemMixApp50,36820649,6526
Jun 23 06:57:41,ram_l,1,57344,50,155,152,uniform,touch,MemMixApp50,36694896,7069
Jun 23 06:58:29,ram_l,1,58368,50,155,152,uniform,touch,MemMixApp50,36739393,7375
Jun 23 06:59:19,ram_l,1,59392,50,154,152,uniform,touch,MemMixApp50,36815528,7652
Jun 23 07:00:08,ram_l,1,60416,50,155,152,uniform,touch,MemMixApp50,36712469,8264
Jun 23 07:00:58,ram_l,1,61440,50,156,153,uniform,touch,MemMixApp50,36674927,8271
Jun 23 07:01:32,ram_l,1,36864,0,30,12,uniform,touch,MemMixApp50,55021608,8283
Jun 23 07:02:07,ram_l,1,37888,0,30,12,uniform,touch,MemMixApp50,54987816,8294
Jun 23 07:02:42,ram_l,1,38912,0,35,21,uniform,touch,MemMixApp50,54136821,8345
Jun 23 07:03:18,ram_l,1,39936,0,30,12,uniform,touch,MemMixApp50,55105817,8370
Jun 23 07:03:54,ram_l,1,40960,0,30,12,uniform,touch,MemMixApp50,54939015,8445
Jun 23 07:04:31,ram_l,1,41984,0,30,12,uniform,touch,MemMixApp50,54972850,8544
Jun 23 07:05:09,ram_l,1,43008,0,30,12,uniform,touch,MemMixApp50,54995981,8633
Jun 23 07:05:48,ram_l,1,44032,0,30,12,uniform,touch,MemMixApp50,55057941,8749
Jun 23 07:06:27,ram_l,1,45056,0,31,13,uniform,touch,MemMixApp50,54899628,8924
Jun 23 07:07:07,ram_l,1,46080,0,31,13,uniform,touch,MemMixApp50,54971722,9028
Jun 23 07:07:47,ram_l,1,47104,0,31,13,uniform,touch,MemMixApp50,54929028,9040
Jun 23 07:08:28,ram_l,1,48128,0,31,13,uniform,touch,MemMixApp50,54857062,9130
Jun 23 07:09:09,ram_l,1,49152,0,72,80,uniform,touch,MemMixApp50,48219405,9479
Jun 23 07:09:52,ram_l,1,50176,0,38,26,uniform,touch,MemMixApp50,53678241,9485
Jun 23 07:10:35,ram_l,1,51200,0,60,63,uniform,touch,MemMixApp50,50087182,9751
